"ID";"Counts";"Category"
"C:GO:0035371";5;"Cellular Component"
"C:GO:0031901";5;"Cellular Component"
"C:GO:0031674";5;"Cellular Component"
"C:GO:0031085";5;"Cellular Component"
"C:GO:0030286";5;"Cellular Component"
"C:GO:0019013";5;"Cellular Component"
"C:GO:0016328";5;"Cellular Component"
"C:GO:0005930";5;"Cellular Component"
"C:GO:0005916";5;"Cellular Component"
"C:GO:0005915";5;"Cellular Component"
"C:GO:0005853";5;"Cellular Component"
"C:GO:0005832";5;"Cellular Component"
"C:GO:0005811";5;"Cellular Component"
"C:GO:0005776";5;"Cellular Component"
"C:GO:0005770";5;"Cellular Component"
"C:GO:0005743";5;"Cellular Component"
"C:GO:0001772";5;"Cellular Component"
"P:GO:2001200";4;"Biological Process"
"P:GO:2000249";4;"Biological Process"
"P:GO:1904714";4;"Biological Process"
"P:GO:1902966";4;"Biological Process"
"P:GO:0090630";4;"Biological Process"
"P:GO:0090307";4;"Biological Process"
"P:GO:0090026";4;"Biological Process"
"P:GO:0090004";4;"Biological Process"
"P:GO:0075733";4;"Biological Process"
"P:GO:0071560";4;"Biological Process"
"P:GO:0071310";4;"Biological Process"
"P:GO:0071222";4;"Biological Process"
"P:GO:0070373";4;"Biological Process"
"P:GO:0061684";4;"Biological Process"
"P:GO:0061635";4;"Biological Process"
"P:GO:0061621";4;"Biological Process"
"P:GO:0061418";4;"Biological Process"
"P:GO:0060395";4;"Biological Process"
"P:GO:0060348";4;"Biological Process"
"P:GO:0060070";4;"Biological Process"
"P:GO:0060048";4;"Biological Process"
"P:GO:0051897";4;"Biological Process"
"P:GO:0051894";4;"Biological Process"
"P:GO:0051764";4;"Biological Process"
"P:GO:0051693";4;"Biological Process"
"P:GO:0051592";4;"Biological Process"
"P:GO:0051496";4;"Biological Process"
"P:GO:0051403";4;"Biological Process"
"P:GO:0051402";4;"Biological Process"
"P:GO:0051259";4;"Biological Process"
"P:GO:0051103";4;"Biological Process"
"P:GO:0051017";4;"Biological Process"
"P:GO:0051016";4;"Biological Process"
"P:GO:0050730";4;"Biological Process"
"P:GO:0050680";4;"Biological Process"
"P:GO:0048704";4;"Biological Process"
"P:GO:0048538";4;"Biological Process"
"P:GO:0048536";4;"Biological Process"
"P:GO:0048514";4;"Biological Process"
"P:GO:0048511";4;"Biological Process"
"P:GO:0048208";4;"Biological Process"
"P:GO:0046677";4;"Biological Process"
"P:GO:0045947";4;"Biological Process"
"P:GO:0045861";4;"Biological Process"
"P:GO:0045765";4;"Biological Process"
"P:GO:0045732";4;"Biological Process"
"P:GO:0045184";4;"Biological Process"
"P:GO:0045089";4;"Biological Process"
"P:GO:0044829";4;"Biological Process"
"P:GO:0043552";4;"Biological Process"
"P:GO:0043407";4;"Biological Process"
"P:GO:0043113";4;"Biological Process"
"P:GO:0043087";4;"Biological Process"
"P:GO:0043010";4;"Biological Process"
"P:GO:0042744";4;"Biological Process"
"P:GO:0042733";4;"Biological Process"
"P:GO:0042632";4;"Biological Process"
"P:GO:0042593";4;"Biological Process"
"P:GO:0042178";4;"Biological Process"
"P:GO:0042127";4;"Biological Process"
"P:GO:0042104";4;"Biological Process"
"P:GO:0040011";4;"Biological Process"
"P:GO:0040008";4;"Biological Process"
"P:GO:0038084";4;"Biological Process"
"P:GO:0038033";4;"Biological Process"
"P:GO:0035989";4;"Biological Process"
"P:GO:0034599";4;"Biological Process"
"P:GO:0032967";4;"Biological Process"
"P:GO:0032880";4;"Biological Process"
"P:GO:0032728";4;"Biological Process"
"P:GO:0032461";4;"Biological Process"
"P:GO:0032392";4;"Biological Process"
"P:GO:0032259";4;"Biological Process"
"P:GO:0032092";4;"Biological Process"
"P:GO:0030879";4;"Biological Process"
"P:GO:0030521";4;"Biological Process"
"P:GO:0030520";4;"Biological Process"
"P:GO:0030308";4;"Biological Process"
"P:GO:0030195";4;"Biological Process"
"P:GO:0030100";4;"Biological Process"
"P:GO:0022617";4;"Biological Process"
"P:GO:0019985";4;"Biological Process"
"P:GO:0019953";4;"Biological Process"
"P:GO:0019915";4;"Biological Process"
"P:GO:0019752";4;"Biological Process"
"P:GO:0019430";4;"Biological Process"
"P:GO:0019216";4;"Biological Process"
"P:GO:0016579";4;"Biological Process"
"P:GO:0016239";4;"Biological Process"
"P:GO:0016236";4;"Biological Process"
"P:GO:0014002";4;"Biological Process"
"P:GO:0010977";4;"Biological Process"
"P:GO:0010942";4;"Biological Process"
"P:GO:0010800";4;"Biological Process"
"P:GO:0010629";4;"Biological Process"
"P:GO:0010595";4;"Biological Process"
"P:GO:0009791";4;"Biological Process"
"P:GO:0009653";4;"Biological Process"
"P:GO:0009611";4;"Biological Process"
"P:GO:0009116";4;"Biological Process"
"P:GO:0008543";4;"Biological Process"
"P:GO:0008361";4;"Biological Process"
"P:GO:0008104";4;"Biological Process"
"P:GO:0007608";4;"Biological Process"
"P:GO:0007586";4;"Biological Process"
"P:GO:0007519";4;"Biological Process"
"P:GO:0007417";4;"Biological Process"
"P:GO:0007368";4;"Biological Process"
"P:GO:0007338";4;"Biological Process"
"P:GO:0007162";4;"Biological Process"
"P:GO:0007032";4;"Biological Process"
"P:GO:0007030";4;"Biological Process"
"P:GO:0006957";4;"Biological Process"
"P:GO:0006879";4;"Biological Process"
"P:GO:0006874";4;"Biological Process"
"P:GO:0006821";4;"Biological Process"
"P:GO:0006730";4;"Biological Process"
"P:GO:0006637";4;"Biological Process"
"P:GO:0006622";4;"Biological Process"
"P:GO:0006446";4;"Biological Process"
"P:GO:0006417";4;"Biological Process"
"P:GO:0006399";4;"Biological Process"
"P:GO:0006310";4;"Biological Process"
"P:GO:0006309";4;"Biological Process"
"P:GO:0006265";4;"Biological Process"
"P:GO:0005978";4;"Biological Process"
"P:GO:0003007";4;"Biological Process"
"P:GO:0002548";4;"Biological Process"
"P:GO:0002437";4;"Biological Process"
"P:GO:0002221";4;"Biological Process"
"P:GO:0001974";4;"Biological Process"
"P:GO:0001932";4;"Biological Process"
"P:GO:0001666";4;"Biological Process"
"P:GO:0001654";4;"Biological Process"
"P:GO:0000715";4;"Biological Process"
"P:GO:0000186";4;"Biological Process"
"F:GO:0097100";4;"Molecular Function"
"F:GO:0051287";4;"Molecular Function"
"F:GO:0051117";4;"Molecular Function"
"F:GO:0051010";4;"Molecular Function"
"F:GO:0050660";4;"Molecular Function"
"F:GO:0050544";4;"Molecular Function"
"F:GO:0045296";4;"Molecular Function"
"F:GO:0045294";4;"Molecular Function"
"F:GO:0044378";4;"Molecular Function"
"F:GO:0042834";4;"Molecular Function"
"F:GO:0042623";4;"Molecular Function"
"F:GO:0036459";4;"Molecular Function"
"F:GO:0035662";4;"Molecular Function"
"F:GO:0034987";4;"Molecular Function"
"F:GO:0030170";4;"Molecular Function"
"F:GO:0019903";4;"Molecular Function"
"F:GO:0019001";4;"Molecular Function"
"F:GO:0008483";4;"Molecular Function"
"F:GO:0008301";4;"Molecular Function"
"F:GO:0005547";4;"Molecular Function"
"F:GO:0005546";4;"Molecular Function"
"F:GO:0005544";4;"Molecular Function"
"F:GO:0005216";4;"Molecular Function"
"F:GO:0005089";4;"Molecular Function"
"F:GO:0005085";4;"Molecular Function"
"F:GO:0005021";4;"Molecular Function"
"F:GO:0004872";4;"Molecular Function"
"F:GO:0004519";4;"Molecular Function"
"F:GO:0004197";4;"Molecular Function"
"F:GO:0003727";4;"Molecular Function"
"F:GO:0001077";4;"Molecular Function"
"F:GO:0000400";4;"Molecular Function"
"C:GO:0097433";4;"Cellular Component"
"C:GO:0071013";4;"Cellular Component"
"C:GO:0043204";4;"Cellular Component"
"C:GO:0034399";4;"Cellular Component"
"C:GO:0034364";4;"Cellular Component"
"C:GO:0034362";4;"Cellular Component"
"C:GO:0032982";4;"Cellular Component"
"C:GO:0031463";4;"Cellular Component"
"C:GO:0031143";4;"Cellular Component"
"C:GO:0030666";4;"Cellular Component"
"C:GO:0030315";4;"Cellular Component"
"C:GO:0030139";4;"Cellular Component"
"C:GO:0022627";4;"Cellular Component"
"C:GO:0017053";4;"Cellular Component"
"C:GO:0008290";4;"Cellular Component"
"C:GO:0008021";4;"Cellular Component"
"C:GO:0005905";4;"Cellular Component"
"C:GO:0005902";4;"Cellular Component"
"C:GO:0005868";4;"Cellular Component"
"C:GO:0005865";4;"Cellular Component"
"C:GO:0005579";4;"Cellular Component"
"C:GO:0005577";4;"Cellular Component"
"C:GO:0000922";4;"Cellular Component"
"C:GO:0000793";4;"Cellular Component"
"C:GO:0000776";4;"Cellular Component"
"C:GO:0000775";4;"Cellular Component"
"P:GO:2001244";3;"Biological Process"
"P:GO:2001243";3;"Biological Process"
"P:GO:2001234";3;"Biological Process"
"P:GO:2001214";3;"Biological Process"
"P:GO:2000819";3;"Biological Process"
"P:GO:2000785";3;"Biological Process"
"P:GO:2000778";3;"Biological Process"
"P:GO:2000772";3;"Biological Process"
"P:GO:2000426";3;"Biological Process"
"P:GO:1990774";3;"Biological Process"
"P:GO:1903672";3;"Biological Process"
"P:GO:1903427";3;"Biological Process"
"P:GO:1903206";3;"Biological Process"
"P:GO:1902176";3;"Biological Process"
"P:GO:1902074";3;"Biological Process"
"P:GO:1902042";3;"Biological Process"
"P:GO:1901796";3;"Biological Process"
"P:GO:1901224";3;"Biological Process"
"P:GO:1900127";3;"Biological Process"
"P:GO:0098656";3;"Biological Process"
"P:GO:0098586";3;"Biological Process"
"P:GO:0097350";3;"Biological Process"
"P:GO:0097191";3;"Biological Process"
"P:GO:0090316";3;"Biological Process"
"P:GO:0090303";3;"Biological Process"
"P:GO:0090200";3;"Biological Process"
"P:GO:0090136";3;"Biological Process"
"P:GO:0072659";3;"Biological Process"
"P:GO:0071902";3;"Biological Process"
"P:GO:0071642";3;"Biological Process"
"P:GO:0071554";3;"Biological Process"
"P:GO:0071407";3;"Biological Process"
"P:GO:0071347";3;"Biological Process"
"P:GO:0070987";3;"Biological Process"
"P:GO:0070911";3;"Biological Process"
"P:GO:0070423";3;"Biological Process"
"P:GO:0061741";3;"Biological Process"
"P:GO:0061077";3;"Biological Process"
"P:GO:0060999";3;"Biological Process"
"P:GO:0060706";3;"Biological Process"
"P:GO:0060674";3;"Biological Process"
"P:GO:0060326";3;"Biological Process"
"P:GO:0060047";3;"Biological Process"
"P:GO:0060041";3;"Biological Process"
"P:GO:0060020";3;"Biological Process"
"P:GO:0055010";3;"Biological Process"
"P:GO:0051770";3;"Biological Process"
"P:GO:0051660";3;"Biological Process"
"P:GO:0051639";3;"Biological Process"
"P:GO:0051591";3;"Biological Process"
"P:GO:0051497";3;"Biological Process"
"P:GO:0051493";3;"Biological Process"
"P:GO:0051491";3;"Biological Process"
"P:GO:0051480";3;"Biological Process"
"P:GO:0051453";3;"Biological Process"
"P:GO:0051281";3;"Biological Process"
"P:GO:0051220";3;"Biological Process"
"P:GO:0051216";3;"Biological Process"
"P:GO:0051131";3;"Biological Process"
"P:GO:0051106";3;"Biological Process"
"P:GO:0051056";3;"Biological Process"
"P:GO:0051046";3;"Biological Process"
"P:GO:0051006";3;"Biological Process"
"P:GO:0050930";3;"Biological Process"
"P:GO:0050911";3;"Biological Process"
"P:GO:0050910";3;"Biological Process"
"P:GO:0050890";3;"Biological Process"
"P:GO:0050853";3;"Biological Process"
"P:GO:0050832";3;"Biological Process"
"P:GO:0050829";3;"Biological Process"
"P:GO:0050728";3;"Biological Process"
"P:GO:0050718";3;"Biological Process"
"P:GO:0050716";3;"Biological Process"
"P:GO:0050714";3;"Biological Process"
"P:GO:0048873";3;"Biological Process"
"P:GO:0048863";3;"Biological Process"
"P:GO:0048754";3;"Biological Process"
"P:GO:0048545";3;"Biological Process"
"P:GO:0048147";3;"Biological Process"
"P:GO:0048048";3;"Biological Process"
"P:GO:0047497";3;"Biological Process"
"P:GO:0047496";3;"Biological Process"
"P:GO:0046835";3;"Biological Process"
"P:GO:0046716";3;"Biological Process"
"P:GO:0045819";3;"Biological Process"
"P:GO:0045740";3;"Biological Process"
"P:GO:0045665";3;"Biological Process"
"P:GO:0045639";3;"Biological Process"
"P:GO:0045595";3;"Biological Process"
"P:GO:0045444";3;"Biological Process"
"P:GO:0045429";3;"Biological Process"
"P:GO:0045063";3;"Biological Process"
"P:GO:0045040";3;"Biological Process"
"P:GO:0044861";3;"Biological Process"
"P:GO:0044344";3;"Biological Process"
"P:GO:0044255";3;"Biological Process"
"P:GO:0043627";3;"Biological Process"
"P:GO:0043537";3;"Biological Process"
"P:GO:0043484";3;"Biological Process"
"P:GO:0043433";3;"Biological Process"
"P:GO:0043371";3;"Biological Process"
"P:GO:0043297";3;"Biological Process"
"P:GO:0043280";3;"Biological Process"
"P:GO:0043254";3;"Biological Process"
"P:GO:0043152";3;"Biological Process"
"P:GO:0043101";3;"Biological Process"
"P:GO:0043044";3;"Biological Process"
"P:GO:0043001";3;"Biological Process"
"P:GO:0042981";3;"Biological Process"
"P:GO:0042769";3;"Biological Process"
"P:GO:0042633";3;"Biological Process"
"P:GO:0042572";3;"Biological Process"
"P:GO:0042475";3;"Biological Process"
"P:GO:0042448";3;"Biological Process"
"P:GO:0042276";3;"Biological Process"
"P:GO:0042167";3;"Biological Process"
"P:GO:0042157";3;"Biological Process"
"P:GO:0042149";3;"Biological Process"
"P:GO:0042102";3;"Biological Process"
"P:GO:0042059";3;"Biological Process"
"P:GO:0042026";3;"Biological Process"
"P:GO:0040018";3;"Biological Process"
"P:GO:0040014";3;"Biological Process"
"P:GO:0038128";3;"Biological Process"
"P:GO:0038083";3;"Biological Process"
"P:GO:0036498";3;"Biological Process"
"P:GO:0036297";3;"Biological Process"
"P:GO:0035914";3;"Biological Process"
"P:GO:0035902";3;"Biological Process"
"P:GO:0035767";3;"Biological Process"
"P:GO:0035725";3;"Biological Process"
"P:GO:0035711";3;"Biological Process"
"P:GO:0035666";3;"Biological Process"
"P:GO:0035457";3;"Biological Process"
"P:GO:0034765";3;"Biological Process"
"P:GO:0034446";3;"Biological Process"
"P:GO:0034374";3;"Biological Process"
"P:GO:0034333";3;"Biological Process"
"P:GO:0034314";3;"Biological Process"
"P:GO:0034198";3;"Biological Process"
"P:GO:0034165";3;"Biological Process"
"P:GO:0034145";3;"Biological Process"
"P:GO:0034137";3;"Biological Process"
"P:GO:0034097";3;"Biological Process"
"P:GO:0033683";3;"Biological Process"
"P:GO:0033344";3;"Biological Process"
"P:GO:0033151";3;"Biological Process"
"P:GO:0032868";3;"Biological Process"
"P:GO:0032760";3;"Biological Process"
"P:GO:0032757";3;"Biological Process"
"P:GO:0032755";3;"Biological Process"
"P:GO:0032735";3;"Biological Process"
"P:GO:0032733";3;"Biological Process"
"P:GO:0032732";3;"Biological Process"
"P:GO:0032727";3;"Biological Process"
"P:GO:0032480";3;"Biological Process"
"P:GO:0032479";3;"Biological Process"
"P:GO:0032425";3;"Biological Process"
"P:GO:0032331";3;"Biological Process"
"P:GO:0032147";3;"Biological Process"
"P:GO:0032072";3;"Biological Process"
"P:GO:0031667";3;"Biological Process"
"P:GO:0031639";3;"Biological Process"
"P:GO:0031623";3;"Biological Process"
"P:GO:0031497";3;"Biological Process"
"P:GO:0031334";3;"Biological Process"
"P:GO:0031116";3;"Biological Process"
"P:GO:0031032";3;"Biological Process"
"P:GO:0030833";3;"Biological Process"
"P:GO:0030522";3;"Biological Process"
"P:GO:0030516";3;"Biological Process"
"P:GO:0030330";3;"Biological Process"
"P:GO:0030307";3;"Biological Process"
"P:GO:0030301";3;"Biological Process"
"P:GO:0030277";3;"Biological Process"
"P:GO:0030193";3;"Biological Process"
"P:GO:0030178";3;"Biological Process"
"P:GO:0022604";3;"Biological Process"
"P:GO:0021915";3;"Biological Process"
"P:GO:0021680";3;"Biological Process"
"P:GO:0020027";3;"Biological Process"
"P:GO:0019886";3;"Biological Process"
"P:GO:0019221";3;"Biological Process"
"P:GO:0019058";3;"Biological Process"
"P:GO:0017148";3;"Biological Process"
"P:GO:0017055";3;"Biological Process"
"P:GO:0016070";3;"Biological Process"
"P:GO:0015949";3;"Biological Process"
"P:GO:0015701";3;"Biological Process"
"P:GO:0015698";3;"Biological Process"
"P:GO:0014912";3;"Biological Process"
"P:GO:0010941";3;"Biological Process"
"P:GO:0010939";3;"Biological Process"
"P:GO:0010906";3;"Biological Process"
"P:GO:0010811";3;"Biological Process"
"P:GO:0010803";3;"Biological Process"
"P:GO:0010592";3;"Biological Process"
"P:GO:0010506";3;"Biological Process"
"P:GO:0010039";3;"Biological Process"
"P:GO:0009953";3;"Biological Process"
"P:GO:0009651";3;"Biological Process"
"P:GO:0009306";3;"Biological Process"
"P:GO:0009060";3;"Biological Process"
"P:GO:0008344";3;"Biological Process"
"P:GO:0008333";3;"Biological Process"
"P:GO:0008064";3;"Biological Process"
"P:GO:0007597";3;"Biological Process"
"P:GO:0007584";3;"Biological Process"
"P:GO:0007566";3;"Biological Process"
"P:GO:0007286";3;"Biological Process"
"P:GO:0007254";3;"Biological Process"
"P:GO:0007249";3;"Biological Process"
"P:GO:0007229";3;"Biological Process"
"P:GO:0007159";3;"Biological Process"
"P:GO:0007157";3;"Biological Process"
"P:GO:0007052";3;"Biological Process"
"P:GO:0007050";3;"Biological Process"
"P:GO:0007044";3;"Biological Process"
"P:GO:0007019";3;"Biological Process"
"P:GO:0006997";3;"Biological Process"
"P:GO:0006959";3;"Biological Process"
"P:GO:0006911";3;"Biological Process"
"P:GO:0006892";3;"Biological Process"
"P:GO:0006820";3;"Biological Process"
"P:GO:0006805";3;"Biological Process"
"P:GO:0006695";3;"Biological Process"
"P:GO:0006689";3;"Biological Process"
"P:GO:0006687";3;"Biological Process"
"P:GO:0006656";3;"Biological Process"
"P:GO:0006654";3;"Biological Process"
"P:GO:0006633";3;"Biological Process"
"P:GO:0006631";3;"Biological Process"
"P:GO:0006611";3;"Biological Process"
"P:GO:0006607";3;"Biological Process"
"P:GO:0006518";3;"Biological Process"
"P:GO:0006479";3;"Biological Process"
"P:GO:0006470";3;"Biological Process"
"P:GO:0006406";3;"Biological Process"
"P:GO:0006297";3;"Biological Process"
"P:GO:0006296";3;"Biological Process"
"P:GO:0006294";3;"Biological Process"
"P:GO:0006284";3;"Biological Process"
"P:GO:0006283";3;"Biological Process"
"P:GO:0006107";3;"Biological Process"
"P:GO:0006029";3;"Biological Process"
"P:GO:0003014";3;"Biological Process"
"P:GO:0002840";3;"Biological Process"
"P:GO:0002756";3;"Biological Process"
"P:GO:0002755";3;"Biological Process"
"P:GO:0002643";3;"Biological Process"
"P:GO:0002523";3;"Biological Process"
"P:GO:0002474";3;"Biological Process"
"P:GO:0002407";3;"Biological Process"
"P:GO:0002322";3;"Biological Process"
"P:GO:0002281";3;"Biological Process"
"P:GO:0002270";3;"Biological Process"
"P:GO:0002218";3;"Biological Process"
"P:GO:0002063";3;"Biological Process"
"P:GO:0002053";3;"Biological Process"
"P:GO:0002042";3;"Biological Process"
"P:GO:0002027";3;"Biological Process"
"P:GO:0001960";3;"Biological Process"
"P:GO:0001937";3;"Biological Process"
"P:GO:0001935";3;"Biological Process"
"P:GO:0001916";3;"Biological Process"
"P:GO:0001890";3;"Biological Process"
"P:GO:0001773";3;"Biological Process"
"P:GO:0001676";3;"Biological Process"
"P:GO:0001570";3;"Biological Process"
"P:GO:0001541";3;"Biological Process"
"P:GO:0001523";3;"Biological Process"
"P:GO:0001502";3;"Biological Process"
"P:GO:0000717";3;"Biological Process"
"P:GO:0000278";3;"Biological Process"
"P:GO:0000103";3;"Biological Process"
"P:GO:0000045";3;"Biological Process"
"F:GO:0071933";3;"Molecular Function"
"F:GO:0070491";3;"Molecular Function"
"F:GO:0070182";3;"Molecular Function"
"F:GO:0061630";3;"Molecular Function"
"F:GO:0060230";3;"Molecular Function"
"F:GO:0051879";3;"Molecular Function"
"F:GO:0051393";3;"Molecular Function"
"F:GO:0051213";3;"Molecular Function"
"F:GO:0051059";3;"Molecular Function"
"F:GO:0051019";3;"Molecular Function"
"F:GO:0050840";3;"Molecular Function"
"F:GO:0048487";3;"Molecular Function"
"F:GO:0048037";3;"Molecular Function"
"F:GO:0047485";3;"Molecular Function"
"F:GO:0043531";3;"Molecular Function"
"F:GO:0043395";3;"Molecular Function"
"F:GO:0043295";3;"Molecular Function"
"F:GO:0043130";3;"Molecular Function"
"F:GO:0042602";3;"Molecular Function"
"F:GO:0042301";3;"Molecular Function"
"F:GO:0031267";3;"Molecular Function"
"F:GO:0031210";3;"Molecular Function"
"F:GO:0030971";3;"Molecular Function"
"F:GO:0030911";3;"Molecular Function"
"F:GO:0030295";3;"Molecular Function"
"F:GO:0030274";3;"Molecular Function"
"F:GO:0030235";3;"Molecular Function"
"F:GO:0030145";3;"Molecular Function"
"F:GO:0019958";3;"Molecular Function"
"F:GO:0019905";3;"Molecular Function"
"F:GO:0019900";3;"Molecular Function"
"F:GO:0019862";3;"Molecular Function"
"F:GO:0017022";3;"Molecular Function"
"F:GO:0016790";3;"Molecular Function"
"F:GO:0016763";3;"Molecular Function"
"F:GO:0016620";3;"Molecular Function"
"F:GO:0015297";3;"Molecular Function"
"F:GO:0015035";3;"Molecular Function"
"F:GO:0010858";3;"Molecular Function"
"F:GO:0008509";3;"Molecular Function"
"F:GO:0008426";3;"Molecular Function"
"F:GO:0008253";3;"Molecular Function"
"F:GO:0008191";3;"Molecular Function"
"F:GO:0008026";3;"Molecular Function"
"F:GO:0005549";3;"Molecular Function"
"F:GO:0005507";3;"Molecular Function"
"F:GO:0005496";3;"Molecular Function"
"F:GO:0005452";3;"Molecular Function"
"F:GO:0005244";3;"Molecular Function"
"F:GO:0005229";3;"Molecular Function"
"F:GO:0005179";3;"Molecular Function"
"F:GO:0005164";3;"Molecular Function"
"F:GO:0005080";3;"Molecular Function"
"F:GO:0004984";3;"Molecular Function"
"F:GO:0004860";3;"Molecular Function"
"F:GO:0004843";3;"Molecular Function"
"F:GO:0004731";3;"Molecular Function"
"F:GO:0004702";3;"Molecular Function"
"F:GO:0004563";3;"Molecular Function"
"F:GO:0004198";3;"Molecular Function"
"F:GO:0004074";3;"Molecular Function"
"F:GO:0003730";3;"Molecular Function"
"F:GO:0003681";3;"Molecular Function"
"F:GO:0002060";3;"Molecular Function"
"F:GO:0002039";3;"Molecular Function"
"F:GO:0001968";3;"Molecular Function"
"F:GO:0001882";3;"Molecular Function"
"F:GO:0001664";3;"Molecular Function"
"F:GO:0000405";3;"Molecular Function"
"F:GO:0000402";3;"Molecular Function"
"F:GO:0000401";3;"Molecular Function"
"C:GO:1990752";3;"Cellular Component"
"C:GO:1990023";3;"Cellular Component"
"C:GO:0098574";3;"Cellular Component"
"C:GO:0072686";3;"Cellular Component"
"C:GO:0045334";3;"Cellular Component"
"C:GO:0045177";3;"Cellular Component"
"C:GO:0045171";3;"Cellular Component"
"C:GO:0044354";3;"Cellular Component"
"C:GO:0043198";3;"Cellular Component"
"C:GO:0042589";3;"Cellular Component"
"C:GO:0035327";3;"Cellular Component"
"C:GO:0031902";3;"Cellular Component"
"C:GO:0031528";3;"Cellular Component"
"C:GO:0031526";3;"Cellular Component"
"C:GO:0031523";3;"Cellular Component"
"C:GO:0031430";3;"Cellular Component"
"C:GO:0031258";3;"Cellular Component"
"C:GO:0031234";3;"Cellular Component"
"C:GO:0031089";3;"Cellular Component"
"C:GO:0030137";3;"Cellular Component"
"C:GO:0030136";3;"Cellular Component"
"C:GO:0030131";3;"Cellular Component"
"C:GO:0030126";3;"Cellular Component"
"C:GO:0030057";3;"Cellular Component"
"C:GO:0030055";3;"Cellular Component"
"C:GO:0030016";3;"Cellular Component"
"C:GO:0022625";3;"Cellular Component"
"C:GO:0019773";3;"Cellular Component"
"C:GO:0016591";3;"Cellular Component"
"C:GO:0015935";3;"Cellular Component"
"C:GO:0008076";3;"Cellular Component"
"C:GO:0005912";3;"Cellular Component"
"C:GO:0005901";3;"Cellular Component"
"C:GO:0005885";3;"Cellular Component"
"C:GO:0005871";3;"Cellular Component"
"C:GO:0005862";3;"Cellular Component"
"C:GO:0005773";3;"Cellular Component"
"C:GO:0005641";3;"Cellular Component"
"C:GO:0005592";3;"Cellular Component"
"C:GO:0005588";3;"Cellular Component"
"C:GO:0001891";3;"Cellular Component"
"C:GO:0001669";3;"Cellular Component"
"C:GO:0000784";3;"Cellular Component"
"C:GO:0000151";3;"Cellular Component"
"P:GO:2001268";2;"Biological Process"
"P:GO:2001241";2;"Biological Process"
"P:GO:2001238";2;"Biological Process"
"P:GO:2001137";2;"Biological Process"
"P:GO:2001046";2;"Biological Process"
"P:GO:2001028";2;"Biological Process"
"P:GO:2000660";2;"Biological Process"
"P:GO:2000648";2;"Biological Process"
"P:GO:2000643";2;"Biological Process"
"P:GO:2000510";2;"Biological Process"
"P:GO:2000379";2;"Biological Process"
"P:GO:2000060";2;"Biological Process"
"P:GO:2000049";2;"Biological Process"
"P:GO:2000048";2;"Biological Process"
"P:GO:2000045";2;"Biological Process"
"P:GO:2000010";2;"Biological Process"
"P:GO:2000008";2;"Biological Process"
"P:GO:1990138";2;"Biological Process"
"P:GO:1904874";2;"Biological Process"
"P:GO:1904871";2;"Biological Process"
"P:GO:1904851";2;"Biological Process"
"P:GO:1904764";2;"Biological Process"
"P:GO:1904592";2;"Biological Process"
"P:GO:1904589";2;"Biological Process"
"P:GO:1903955";2;"Biological Process"
"P:GO:1903899";2;"Biological Process"
"P:GO:1903896";2;"Biological Process"
"P:GO:1903507";2;"Biological Process"
"P:GO:1903506";2;"Biological Process"
"P:GO:1903364";2;"Biological Process"
"P:GO:1903225";2;"Biological Process"
"P:GO:1903202";2;"Biological Process"
"P:GO:1903146";2;"Biological Process"
"P:GO:1903020";2;"Biological Process"
"P:GO:1902997";2;"Biological Process"
"P:GO:1902963";2;"Biological Process"
"P:GO:1902960";2;"Biological Process"
"P:GO:1902955";2;"Biological Process"
"P:GO:1902953";2;"Biological Process"
"P:GO:1902948";2;"Biological Process"
"P:GO:1902904";2;"Biological Process"
"P:GO:1902771";2;"Biological Process"
"P:GO:1902741";2;"Biological Process"
"P:GO:1902618";2;"Biological Process"
"P:GO:1902617";2;"Biological Process"
"P:GO:1902527";2;"Biological Process"
"P:GO:1902430";2;"Biological Process"
"P:GO:1902287";2;"Biological Process"
"P:GO:1902255";2;"Biological Process"
"P:GO:1902115";2;"Biological Process"
"P:GO:1901687";2;"Biological Process"
"P:GO:1901673";2;"Biological Process"
"P:GO:1901385";2;"Biological Process"
"P:GO:1901215";2;"Biological Process"
"P:GO:1901214";2;"Biological Process"
"P:GO:1900747";2;"Biological Process"
"P:GO:1900273";2;"Biological Process"
"P:GO:1900165";2;"Biological Process"
"P:GO:1900122";2;"Biological Process"
"P:GO:1900121";2;"Biological Process"
"P:GO:1900062";2;"Biological Process"
"P:GO:1900029";2;"Biological Process"
"P:GO:0097581";2;"Biological Process"
"P:GO:0097284";2;"Biological Process"
"P:GO:0097214";2;"Biological Process"
"P:GO:0097192";2;"Biological Process"
"P:GO:0097190";2;"Biological Process"
"P:GO:0097178";2;"Biological Process"
"P:GO:0097062";2;"Biological Process"
"P:GO:0090557";2;"Biological Process"
"P:GO:0090370";2;"Biological Process"
"P:GO:0090305";2;"Biological Process"
"P:GO:0090279";2;"Biological Process"
"P:GO:0090267";2;"Biological Process"
"P:GO:0090207";2;"Biological Process"
"P:GO:0090141";2;"Biological Process"
"P:GO:0090103";2;"Biological Process"
"P:GO:0090023";2;"Biological Process"
"P:GO:0090002";2;"Biological Process"
"P:GO:0085029";2;"Biological Process"
"P:GO:0080182";2;"Biological Process"
"P:GO:0072661";2;"Biological Process"
"P:GO:0072606";2;"Biological Process"
"P:GO:0072593";2;"Biological Process"
"P:GO:0072378";2;"Biological Process"
"P:GO:0072318";2;"Biological Process"
"P:GO:0072144";2;"Biological Process"
