"ID";"Counts";"Category"
"P:GO:0072112";2;"Biological Process"
"P:GO:0071803";2;"Biological Process"
"P:GO:0071636";2;"Biological Process"
"P:GO:0071479";2;"Biological Process"
"P:GO:0071363";2;"Biological Process"
"P:GO:0071346";2;"Biological Process"
"P:GO:0071333";2;"Biological Process"
"P:GO:0071306";2;"Biological Process"
"P:GO:0071300";2;"Biological Process"
"P:GO:0071257";2;"Biological Process"
"P:GO:0071243";2;"Biological Process"
"P:GO:0071236";2;"Biological Process"
"P:GO:0070970";2;"Biological Process"
"P:GO:0070863";2;"Biological Process"
"P:GO:0070849";2;"Biological Process"
"P:GO:0070584";2;"Biological Process"
"P:GO:0070555";2;"Biological Process"
"P:GO:0070488";2;"Biological Process"
"P:GO:0070371";2;"Biological Process"
"P:GO:0070314";2;"Biological Process"
"P:GO:0070254";2;"Biological Process"
"P:GO:0070252";2;"Biological Process"
"P:GO:0070168";2;"Biological Process"
"P:GO:0065003";2;"Biological Process"
"P:GO:0061740";2;"Biological Process"
"P:GO:0061738";2;"Biological Process"
"P:GO:0061436";2;"Biological Process"
"P:GO:0061351";2;"Biological Process"
"P:GO:0061098";2;"Biological Process"
"P:GO:0061028";2;"Biological Process"
"P:GO:0060976";2;"Biological Process"
"P:GO:0060828";2;"Biological Process"
"P:GO:0060749";2;"Biological Process"
"P:GO:0060621";2;"Biological Process"
"P:GO:0060548";2;"Biological Process"
"P:GO:0060480";2;"Biological Process"
"P:GO:0060337";2;"Biological Process"
"P:GO:0060316";2;"Biological Process"
"P:GO:0060315";2;"Biological Process"
"P:GO:0060271";2;"Biological Process"
"P:GO:0060267";2;"Biological Process"
"P:GO:0060263";2;"Biological Process"
"P:GO:0060179";2;"Biological Process"
"P:GO:0060173";2;"Biological Process"
"P:GO:0055093";2;"Biological Process"
"P:GO:0055072";2;"Biological Process"
"P:GO:0055008";2;"Biological Process"
"P:GO:0055007";2;"Biological Process"
"P:GO:0055003";2;"Biological Process"
"P:GO:0051926";2;"Biological Process"
"P:GO:0051917";2;"Biological Process"
"P:GO:0051901";2;"Biological Process"
"P:GO:0051898";2;"Biological Process"
"P:GO:0051707";2;"Biological Process"
"P:GO:0051549";2;"Biological Process"
"P:GO:0051546";2;"Biological Process"
"P:GO:0051346";2;"Biological Process"
"P:GO:0051293";2;"Biological Process"
"P:GO:0051271";2;"Biological Process"
"P:GO:0051270";2;"Biological Process"
"P:GO:0051156";2;"Biological Process"
"P:GO:0051085";2;"Biological Process"
"P:GO:0051084";2;"Biological Process"
"P:GO:0051055";2;"Biological Process"
"P:GO:0051048";2;"Biological Process"
"P:GO:0050995";2;"Biological Process"
"P:GO:0050965";2;"Biological Process"
"P:GO:0050927";2;"Biological Process"
"P:GO:0050920";2;"Biological Process"
"P:GO:0050905";2;"Biological Process"
"P:GO:0050880";2;"Biological Process"
"P:GO:0050871";2;"Biological Process"
"P:GO:0050860";2;"Biological Process"
"P:GO:0050828";2;"Biological Process"
"P:GO:0050806";2;"Biological Process"
"P:GO:0050771";2;"Biological Process"
"P:GO:0050768";2;"Biological Process"
"P:GO:0050679";2;"Biological Process"
"P:GO:0048872";2;"Biological Process"
"P:GO:0048678";2;"Biological Process"
"P:GO:0048639";2;"Biological Process"
"P:GO:0048598";2;"Biological Process"
"P:GO:0048592";2;"Biological Process"
"P:GO:0048589";2;"Biological Process"
"P:GO:0048546";2;"Biological Process"
"P:GO:0048513";2;"Biological Process"
"P:GO:0048488";2;"Biological Process"
"P:GO:0048387";2;"Biological Process"
"P:GO:0048311";2;"Biological Process"
"P:GO:0048278";2;"Biological Process"
"P:GO:0048261";2;"Biological Process"
"P:GO:0048260";2;"Biological Process"
"P:GO:0048227";2;"Biological Process"
"P:GO:0048169";2;"Biological Process"
"P:GO:0048146";2;"Biological Process"
"P:GO:0048050";2;"Biological Process"
"P:GO:0048026";2;"Biological Process"
"P:GO:0048008";2;"Biological Process"
"P:GO:0046931";2;"Biological Process"
"P:GO:0046903";2;"Biological Process"
"P:GO:0046854";2;"Biological Process"
"P:GO:0046832";2;"Biological Process"
"P:GO:0046827";2;"Biological Process"
"P:GO:0046826";2;"Biological Process"
"P:GO:0046718";2;"Biological Process"
"P:GO:0046697";2;"Biological Process"
"P:GO:0046638";2;"Biological Process"
"P:GO:0046632";2;"Biological Process"
"P:GO:0046166";2;"Biological Process"
"P:GO:0045987";2;"Biological Process"
"P:GO:0045954";2;"Biological Process"
"P:GO:0045921";2;"Biological Process"
"P:GO:0045909";2;"Biological Process"
"P:GO:0045905";2;"Biological Process"
"P:GO:0045901";2;"Biological Process"
"P:GO:0045862";2;"Biological Process"
"P:GO:0045860";2;"Biological Process"
"P:GO:0045840";2;"Biological Process"
"P:GO:0045787";2;"Biological Process"
"P:GO:0045776";2;"Biological Process"
"P:GO:0045773";2;"Biological Process"
"P:GO:0045747";2;"Biological Process"
"P:GO:0045741";2;"Biological Process"
"P:GO:0045721";2;"Biological Process"
"P:GO:0045669";2;"Biological Process"
"P:GO:0045663";2;"Biological Process"
"P:GO:0045597";2;"Biological Process"
"P:GO:0045453";2;"Biological Process"
"P:GO:0045198";2;"Biological Process"
"P:GO:0045109";2;"Biological Process"
"P:GO:0045104";2;"Biological Process"
"P:GO:0045103";2;"Biological Process"
"P:GO:0045071";2;"Biological Process"
"P:GO:0045053";2;"Biological Process"
"P:GO:0045022";2;"Biological Process"
"P:GO:0044794";2;"Biological Process"
"P:GO:0044788";2;"Biological Process"
"P:GO:0044691";2;"Biological Process"
"P:GO:0044332";2;"Biological Process"
"P:GO:0044117";2;"Biological Process"
"P:GO:0043624";2;"Biological Process"
"P:GO:0043567";2;"Biological Process"
"P:GO:0043536";2;"Biological Process"
"P:GO:0043486";2;"Biological Process"
"P:GO:0043267";2;"Biological Process"
"P:GO:0043200";2;"Biological Process"
"P:GO:0043171";2;"Biological Process"
"P:GO:0043124";2;"Biological Process"
"P:GO:0043122";2;"Biological Process"
"P:GO:0043029";2;"Biological Process"
"P:GO:0042993";2;"Biological Process"
"P:GO:0042921";2;"Biological Process"
"P:GO:0042573";2;"Biological Process"
"P:GO:0042552";2;"Biological Process"
"P:GO:0042535";2;"Biological Process"
"P:GO:0042491";2;"Biological Process"
"P:GO:0042327";2;"Biological Process"
"P:GO:0042307";2;"Biological Process"
"P:GO:0042267";2;"Biological Process"
"P:GO:0042177";2;"Biological Process"
"P:GO:0042129";2;"Biological Process"
"P:GO:0036344";2;"Biological Process"
"P:GO:0036323";2;"Biological Process"
"P:GO:0036152";2;"Biological Process"
"P:GO:0036151";2;"Biological Process"
"P:GO:0036150";2;"Biological Process"
"P:GO:0036149";2;"Biological Process"
"P:GO:0036148";2;"Biological Process"
"P:GO:0036120";2;"Biological Process"
"P:GO:0035988";2;"Biological Process"
"P:GO:0035584";2;"Biological Process"
"P:GO:0035437";2;"Biological Process"
"P:GO:0035413";2;"Biological Process"
"P:GO:0035338";2;"Biological Process"
"P:GO:0035329";2;"Biological Process"
"P:GO:0035308";2;"Biological Process"
"P:GO:0035307";2;"Biological Process"
"P:GO:0035264";2;"Biological Process"
"P:GO:0035162";2;"Biological Process"
"P:GO:0035108";2;"Biological Process"
"P:GO:0035050";2;"Biological Process"
"P:GO:0035020";2;"Biological Process"
"P:GO:0035019";2;"Biological Process"
"P:GO:0034644";2;"Biological Process"
"P:GO:0034612";2;"Biological Process"
"P:GO:0034605";2;"Biological Process"
"P:GO:0034453";2;"Biological Process"
"P:GO:0034418";2;"Biological Process"
"P:GO:0034405";2;"Biological Process"
"P:GO:0034392";2;"Biological Process"
"P:GO:0034375";2;"Biological Process"
"P:GO:0034356";2;"Biological Process"
"P:GO:0034332";2;"Biological Process"
"P:GO:0034329";2;"Biological Process"
"P:GO:0034316";2;"Biological Process"
"P:GO:0034162";2;"Biological Process"
"P:GO:0034115";2;"Biological Process"
"P:GO:0034101";2;"Biological Process"
"P:GO:0034063";2;"Biological Process"
"P:GO:0034047";2;"Biological Process"
"P:GO:0033993";2;"Biological Process"
"P:GO:0033962";2;"Biological Process"
"P:GO:0033700";2;"Biological Process"
"P:GO:0033353";2;"Biological Process"
"P:GO:0033326";2;"Biological Process"
"P:GO:0033275";2;"Biological Process"
"P:GO:0033158";2;"Biological Process"
"P:GO:0033137";2;"Biological Process"
"P:GO:0033077";2;"Biological Process"
"P:GO:0033033";2;"Biological Process"
"P:GO:0032922";2;"Biological Process"
"P:GO:0032827";2;"Biological Process"
"P:GO:0032825";2;"Biological Process"
"P:GO:0032801";2;"Biological Process"
"P:GO:0032781";2;"Biological Process"
"P:GO:0032731";2;"Biological Process"
"P:GO:0032720";2;"Biological Process"
"P:GO:0032715";2;"Biological Process"
"P:GO:0032516";2;"Biological Process"
"P:GO:0032460";2;"Biological Process"
"P:GO:0032436";2;"Biological Process"
"P:GO:0032434";2;"Biological Process"
"P:GO:0032402";2;"Biological Process"
"P:GO:0032387";2;"Biological Process"
"P:GO:0032212";2;"Biological Process"
"P:GO:0032148";2;"Biological Process"
"P:GO:0031990";2;"Biological Process"
"P:GO:0031960";2;"Biological Process"
"P:GO:0031929";2;"Biological Process"
"P:GO:0031663";2;"Biological Process"
"P:GO:0031589";2;"Biological Process"
"P:GO:0031453";2;"Biological Process"
"P:GO:0031396";2;"Biological Process"
"P:GO:0031340";2;"Biological Process"
"P:GO:0031338";2;"Biological Process"
"P:GO:0031297";2;"Biological Process"
"P:GO:0031295";2;"Biological Process"
"P:GO:0031284";2;"Biological Process"
"P:GO:0031122";2;"Biological Process"
"P:GO:0031100";2;"Biological Process"
"P:GO:0031076";2;"Biological Process"
"P:GO:0030949";2;"Biological Process"
"P:GO:0030900";2;"Biological Process"
"P:GO:0030836";2;"Biological Process"
"P:GO:0030514";2;"Biological Process"
"P:GO:0030509";2;"Biological Process"
"P:GO:0030502";2;"Biological Process"
"P:GO:0030449";2;"Biological Process"
"P:GO:0030326";2;"Biological Process"
"P:GO:0030317";2;"Biological Process"
"P:GO:0030282";2;"Biological Process"
"P:GO:0030220";2;"Biological Process"
"P:GO:0030203";2;"Biological Process"
"P:GO:0030183";2;"Biological Process"
"P:GO:0030182";2;"Biological Process"
"P:GO:0030155";2;"Biological Process"
"P:GO:0030073";2;"Biological Process"
"P:GO:0030048";2;"Biological Process"
"P:GO:0030031";2;"Biological Process"
"P:GO:0023019";2;"Biological Process"
"P:GO:0022614";2;"Biological Process"
"P:GO:0022612";2;"Biological Process"
"P:GO:0021940";2;"Biological Process"
"P:GO:0021766";2;"Biological Process"
"P:GO:0021634";2;"Biological Process"
"P:GO:0021589";2;"Biological Process"
"P:GO:0021549";2;"Biological Process"
"P:GO:0021522";2;"Biological Process"
"P:GO:0019941";2;"Biological Process"
"P:GO:0019853";2;"Biological Process"
"P:GO:0019852";2;"Biological Process"
"P:GO:0019835";2;"Biological Process"
"P:GO:0019682";2;"Biological Process"
"P:GO:0019674";2;"Biological Process"
"P:GO:0019433";2;"Biological Process"
"P:GO:0019432";2;"Biological Process"
"P:GO:0019369";2;"Biological Process"
"P:GO:0019322";2;"Biological Process"
"P:GO:0019079";2;"Biological Process"
"P:GO:0018916";2;"Biological Process"
"P:GO:0018119";2;"Biological Process"
"P:GO:0016925";2;"Biological Process"
"P:GO:0016540";2;"Biological Process"
"P:GO:0016479";2;"Biological Process"
"P:GO:0016358";2;"Biological Process"
"P:GO:0016242";2;"Biological Process"
"P:GO:0016045";2;"Biological Process"
"P:GO:0015939";2;"Biological Process"
"P:GO:0015886";2;"Biological Process"
"P:GO:0014910";2;"Biological Process"
"P:GO:0014908";2;"Biological Process"
"P:GO:0014829";2;"Biological Process"
"P:GO:0014806";2;"Biological Process"
"P:GO:0014740";2;"Biological Process"
"P:GO:0014070";2;"Biological Process"
"P:GO:0010965";2;"Biological Process"
"P:GO:0010950";2;"Biological Process"
"P:GO:0010903";2;"Biological Process"
"P:GO:0010881";2;"Biological Process"
"P:GO:0010880";2;"Biological Process"
"P:GO:0010873";2;"Biological Process"
"P:GO:0010863";2;"Biological Process"
"P:GO:0010847";2;"Biological Process"
"P:GO:0010757";2;"Biological Process"
"P:GO:0010756";2;"Biological Process"
"P:GO:0010744";2;"Biological Process"
"P:GO:0010737";2;"Biological Process"
"P:GO:0010667";2;"Biological Process"
"P:GO:0010596";2;"Biological Process"
"P:GO:0010591";2;"Biological Process"
"P:GO:0010569";2;"Biological Process"
"P:GO:0010467";2;"Biological Process"
"P:GO:0010224";2;"Biological Process"
"P:GO:0010043";2;"Biological Process"
"P:GO:0009987";2;"Biological Process"
"P:GO:0009967";2;"Biological Process"
"P:GO:0009954";2;"Biological Process"
"P:GO:0009749";2;"Biological Process"
"P:GO:0009636";2;"Biological Process"
"P:GO:0009607";2;"Biological Process"
"P:GO:0009566";2;"Biological Process"
"P:GO:0009409";2;"Biological Process"
"P:GO:0009395";2;"Biological Process"
"P:GO:0009314";2;"Biological Process"
"P:GO:0009313";2;"Biological Process"
"P:GO:0009253";2;"Biological Process"
"P:GO:0009142";2;"Biological Process"
"P:GO:0009117";2;"Biological Process"
"P:GO:0009052";2;"Biological Process"
"P:GO:0009051";2;"Biological Process"
"P:GO:0008654";2;"Biological Process"
"P:GO:0008637";2;"Biological Process"
"P:GO:0008612";2;"Biological Process"
"P:GO:0008610";2;"Biological Process"
"P:GO:0008589";2;"Biological Process"
"P:GO:0008584";2;"Biological Process"
"P:GO:0008154";2;"Biological Process"
"P:GO:0008089";2;"Biological Process"
"P:GO:0007612";2;"Biological Process"
"P:GO:0007611";2;"Biological Process"
"P:GO:0007595";2;"Biological Process"
"P:GO:0007569";2;"Biological Process"
"P:GO:0007548";2;"Biological Process"
"P:GO:0007517";2;"Biological Process"
"P:GO:0007269";2;"Biological Process"
"P:GO:0007263";2;"Biological Process"
"P:GO:0007262";2;"Biological Process"
"P:GO:0007259";2;"Biological Process"
"P:GO:0007224";2;"Biological Process"
"P:GO:0007223";2;"Biological Process"
"P:GO:0007195";2;"Biological Process"
"P:GO:0007094";2;"Biological Process"
"P:GO:0007084";2;"Biological Process"
"P:GO:0007077";2;"Biological Process"
"P:GO:0007034";2;"Biological Process"
"P:GO:0007029";2;"Biological Process"
"P:GO:0007005";2;"Biological Process"
"P:GO:0006999";2;"Biological Process"
"P:GO:0006987";2;"Biological Process"
"P:GO:0006983";2;"Biological Process"
"P:GO:0006952";2;"Biological Process"
"P:GO:0006940";2;"Biological Process"
"P:GO:0006930";2;"Biological Process"
"P:GO:0006910";2;"Biological Process"
"P:GO:0006904";2;"Biological Process"
"P:GO:0006891";2;"Biological Process"
"P:GO:0006826";2;"Biological Process"
"P:GO:0006814";2;"Biological Process"
"P:GO:0006812";2;"Biological Process"
"P:GO:0006809";2;"Biological Process"
"P:GO:0006807";2;"Biological Process"
"P:GO:0006739";2;"Biological Process"
"P:GO:0006738";2;"Biological Process"
"P:GO:0006734";2;"Biological Process"
"P:GO:0006691";2;"Biological Process"
"P:GO:0006665";2;"Biological Process"
"P:GO:0006662";2;"Biological Process"
"P:GO:0006644";2;"Biological Process"
"P:GO:0006610";2;"Biological Process"
"P:GO:0006527";2;"Biological Process"
"P:GO:0006493";2;"Biological Process"
"P:GO:0006486";2;"Biological Process"
"P:GO:0006452";2;"Biological Process"
"P:GO:0006449";2;"Biological Process"
"P:GO:0006418";2;"Biological Process"
"P:GO:0006409";2;"Biological Process"
"P:GO:0006405";2;"Biological Process"
"P:GO:0006404";2;"Biological Process"
"P:GO:0006344";2;"Biological Process"
"P:GO:0006337";2;"Biological Process"
"P:GO:0006302";2;"Biological Process"
"P:GO:0006289";2;"Biological Process"
"P:GO:0006165";2;"Biological Process"
"P:GO:0006148";2;"Biological Process"
"P:GO:0006112";2;"Biological Process"
"P:GO:0006103";2;"Biological Process"
"P:GO:0006101";2;"Biological Process"
"P:GO:0006099";2;"Biological Process"
"P:GO:0006047";2;"Biological Process"
"P:GO:0006002";2;"Biological Process"
"P:GO:0005999";2;"Biological Process"
"P:GO:0005980";2;"Biological Process"
"P:GO:0003431";2;"Biological Process"
"P:GO:0003408";2;"Biological Process"
"P:GO:0003382";2;"Biological Process"
"P:GO:0003333";2;"Biological Process"
"P:GO:0003205";2;"Biological Process"
"P:GO:0003158";2;"Biological Process"
"P:GO:0003151";2;"Biological Process"
"P:GO:0003100";2;"Biological Process"
"P:GO:0003094";2;"Biological Process"
"P:GO:0003073";2;"Biological Process"
"P:GO:0003057";2;"Biological Process"
"P:GO:0002931";2;"Biological Process"
"P:GO:0002904";2;"Biological Process"
"P:GO:0002793";2;"Biological Process"
"P:GO:0002682";2;"Biological Process"
"P:GO:0002544";2;"Biological Process"
"P:GO:0002526";2;"Biological Process"
"P:GO:0002286";2;"Biological Process"
"P:GO:0002262";2;"Biological Process"
"P:GO:0002181";2;"Biological Process"
"P:GO:0002138";2;"Biological Process"
"P:GO:0002064";2;"Biological Process"
"P:GO:0002034";2;"Biological Process"
"P:GO:0002028";2;"Biological Process"
"P:GO:0001975";2;"Biological Process"
"P:GO:0001942";2;"Biological Process"
"P:GO:0001921";2;"Biological Process"
"P:GO:0001889";2;"Biological Process"
"P:GO:0001818";2;"Biological Process"
"P:GO:0001755";2;"Biological Process"
"P:GO:0001707";2;"Biological Process"
"P:GO:0001659";2;"Biological Process"
"P:GO:0001657";2;"Biological Process"
"P:GO:0001580";2;"Biological Process"
"P:GO:0001569";2;"Biological Process"
"P:GO:0000413";2;"Biological Process"
"P:GO:0000289";2;"Biological Process"
"P:GO:0000189";2;"Biological Process"
"P:GO:0000060";2;"Biological Process"
"P:GO:0000059";2;"Biological Process"
"P:GO:0000042";2;"Biological Process"
"P:GO:0000038";2;"Biological Process"
"P:GO:0000028";2;"Biological Process"
"F:GO:1990833";2;"Molecular Function"
"F:GO:1990254";2;"Molecular Function"
"F:GO:1904593";2;"Molecular Function"
"F:GO:1904013";2;"Molecular Function"
"F:GO:1904012";2;"Molecular Function"
"F:GO:0097493";2;"Molecular Function"
"F:GO:0070840";2;"Molecular Function"
"F:GO:0070653";2;"Molecular Function"
"F:GO:0070628";2;"Molecular Function"
"F:GO:0070324";2;"Molecular Function"
"F:GO:0070064";2;"Molecular Function"
"F:GO:0070063";2;"Molecular Function"
"F:GO:0070006";2;"Molecular Function"
"F:GO:0061133";2;"Molecular Function"
"F:GO:0055131";2;"Molecular Function"
"F:GO:0055102";2;"Molecular Function"
"F:GO:0051998";2;"Molecular Function"
"F:GO:0051959";2;"Molecular Function"
"F:GO:0051920";2;"Molecular Function"
"F:GO:0051787";2;"Molecular Function"
"F:GO:0051219";2;"Molecular Function"
"F:GO:0051087";2;"Molecular Function"
"F:GO:0051022";2;"Molecular Function"
"F:GO:0051020";2;"Molecular Function"
"F:GO:0050998";2;"Molecular Function"
"F:GO:0050815";2;"Molecular Function"
"F:GO:0047617";2;"Molecular Function"
"F:GO:0047498";2;"Molecular Function"
"F:GO:0047134";2;"Molecular Function"
"F:GO:0046914";2;"Molecular Function"
"F:GO:0045353";2;"Molecular Function"
"F:GO:0045352";2;"Molecular Function"
"F:GO:0045322";2;"Molecular Function"
"F:GO:0045174";2;"Molecular Function"
"F:GO:0043548";2;"Molecular Function"
"F:GO:0043539";2;"Molecular Function"
"F:GO:0043495";2;"Molecular Function"
"F:GO:0043394";2;"Molecular Function"
"F:GO:0043027";2;"Molecular Function"
"F:GO:0043023";2;"Molecular Function"
"F:GO:0043021";2;"Molecular Function"
"F:GO:0042813";2;"Molecular Function"
"F:GO:0042288";2;"Molecular Function"
"F:GO:0042169";2;"Molecular Function"
"F:GO:0038085";2;"Molecular Function"
"F:GO:0036332";2;"Molecular Function"
"F:GO:0036327";2;"Molecular Function"
"F:GO:0036326";2;"Molecular Function"
"F:GO:0036143";2;"Molecular Function"
"F:GO:0036041";2;"Molecular Function"
"F:GO:0035375";2;"Molecular Function"
"F:GO:0034988";2;"Molecular Function"
"F:GO:0034618";2;"Molecular Function"
"F:GO:0034617";2;"Molecular Function"
"F:GO:0034185";2;"Molecular Function"
"F:GO:0032794";2;"Molecular Function"
"F:GO:0031996";2;"Molecular Function"
"F:GO:0031995";2;"Molecular Function"
"F:GO:0031994";2;"Molecular Function"
"F:GO:0031702";2;"Molecular Function"
"F:GO:0031686";2;"Molecular Function"
"F:GO:0031593";2;"Molecular Function"
"F:GO:0031491";2;"Molecular Function"
"F:GO:0031489";2;"Molecular Function"
"F:GO:0031177";2;"Molecular Function"
"F:GO:0030957";2;"Molecular Function"
"F:GO:0030742";2;"Molecular Function"
"F:GO:0030676";2;"Molecular Function"
"F:GO:0030620";2;"Molecular Function"
"F:GO:0030507";2;"Molecular Function"
"F:GO:0030374";2;"Molecular Function"
"F:GO:0030331";2;"Molecular Function"
"F:GO:0030306";2;"Molecular Function"
"F:GO:0030169";2;"Molecular Function"
"F:GO:0019894";2;"Molecular Function"
"F:GO:0019887";2;"Molecular Function"
"F:GO:0019843";2;"Molecular Function"
"F:GO:0019825";2;"Molecular Function"
"F:GO:0017160";2;"Molecular Function"
"F:GO:0017159";2;"Molecular Function"
"F:GO:0017154";2;"Molecular Function"
"F:GO:0017147";2;"Molecular Function"
"F:GO:0017127";2;"Molecular Function"
"F:GO:0017080";2;"Molecular Function"
"F:GO:0017070";2;"Molecular Function"
"F:GO:0016972";2;"Molecular Function"
"F:GO:0016971";2;"Molecular Function"
"F:GO:0016922";2;"Molecular Function"
"F:GO:0016892";2;"Molecular Function"
"F:GO:0016811";2;"Molecular Function"
"F:GO:0016715";2;"Molecular Function"
"F:GO:0016706";2;"Molecular Function"
"F:GO:0016705";2;"Molecular Function"
"F:GO:0016671";2;"Molecular Function"
"F:GO:0016668";2;"Molecular Function"
"F:GO:0016597";2;"Molecular Function"
"F:GO:0016297";2;"Molecular Function"
"F:GO:0016296";2;"Molecular Function"
"F:GO:0016295";2;"Molecular Function"
"F:GO:0016019";2;"Molecular Function"
"F:GO:0015485";2;"Molecular Function"
"F:GO:0015301";2;"Molecular Function"
"F:GO:0015171";2;"Molecular Function"
"F:GO:0015037";2;"Molecular Function"
"F:GO:0010181";2;"Molecular Function"
"F:GO:0009384";2;"Molecular Function"
"F:GO:0009055";2;"Molecular Function"
"F:GO:0008757";2;"Molecular Function"
"F:GO:0008745";2;"Molecular Function"
"F:GO:0008641";2;"Molecular Function"
"F:GO:0008574";2;"Molecular Function"
"F:GO:0008568";2;"Molecular Function"
"F:GO:0008536";2;"Molecular Function"
"F:GO:0008494";2;"Molecular Function"
"F:GO:0008430";2;"Molecular Function"
"F:GO:0008379";2;"Molecular Function"
"F:GO:0008329";2;"Molecular Function"
"F:GO:0008199";2;"Molecular Function"
"F:GO:0008139";2;"Molecular Function"
"F:GO:0008081";2;"Molecular Function"
"F:GO:0005550";2;"Molecular Function"
"F:GO:0005536";2;"Molecular Function"
"F:GO:0005523";2;"Molecular Function"
"F:GO:0005518";2;"Molecular Function"
"F:GO:0005504";2;"Molecular Function"
"F:GO:0005487";2;"Molecular Function"
"F:GO:0005319";2;"Molecular Function"
"F:GO:0005254";2;"Molecular Function"
"F:GO:0005245";2;"Molecular Function"
"F:GO:0005212";2;"Molecular Function"
"F:GO:0005152";2;"Molecular Function"
"F:GO:0005151";2;"Molecular Function"
"F:GO:0005150";2;"Molecular Function"
"F:GO:0005149";2;"Molecular Function"
"F:GO:0005094";2;"Molecular Function"
"F:GO:0005093";2;"Molecular Function"
"F:GO:0005092";2;"Molecular Function"
"F:GO:0005070";2;"Molecular Function"
"F:GO:0005006";2;"Molecular Function"
"F:GO:0004864";2;"Molecular Function"
"F:GO:0004839";2;"Molecular Function"
"F:GO:0004812";2;"Molecular Function"
"F:GO:0004716";2;"Molecular Function"
"F:GO:0004630";2;"Molecular Function"
"F:GO:0004629";2;"Molecular Function"
"F:GO:0004623";2;"Molecular Function"
"F:GO:0004618";2;"Molecular Function"
"F:GO:0004550";2;"Molecular Function"
"F:GO:0004521";2;"Molecular Function"
"F:GO:0004517";2;"Molecular Function"
"F:GO:0004459";2;"Molecular Function"
"F:GO:0004435";2;"Molecular Function"
"F:GO:0004322";2;"Molecular Function"
"F:GO:0004320";2;"Molecular Function"
"F:GO:0004319";2;"Molecular Function"
"F:GO:0004317";2;"Molecular Function"
"F:GO:0004316";2;"Molecular Function"
"F:GO:0004315";2;"Molecular Function"
"F:GO:0004314";2;"Molecular Function"
"F:GO:0004313";2;"Molecular Function"
"F:GO:0004312";2;"Molecular Function"
"F:GO:0004190";2;"Molecular Function"
"F:GO:0004180";2;"Molecular Function"
"F:GO:0004177";2;"Molecular Function"
"F:GO:0004032";2;"Molecular Function"
"F:GO:0004022";2;"Molecular Function"
"F:GO:0004013";2;"Molecular Function"
"F:GO:0003993";2;"Molecular Function"
"F:GO:0003755";2;"Molecular Function"
"F:GO:0001540";2;"Molecular Function"
"F:GO:0000979";2;"Molecular Function"
"F:GO:0000339";2;"Molecular Function"
"C:GO:1990836";2;"Cellular Component"
"C:GO:1990124";2;"Cellular Component"
"C:GO:1990111";2;"Cellular Component"
"C:GO:1904115";2;"Cellular Component"
"C:GO:0098839";2;"Cellular Component"
"C:GO:0098793";2;"Cellular Component"
"C:GO:0098575";2;"Cellular Component"
"C:GO:0097512";2;"Cellular Component"
"C:GO:0097449";2;"Cellular Component"
"C:GO:0097443";2;"Cellular Component"
"C:GO:0090544";2;"Cellular Component"
"C:GO:0071756";2;"Cellular Component"
"C:GO:0071752";2;"Cellular Component"
"C:GO:0071751";2;"Cellular Component"
"C:GO:0071750";2;"Cellular Component"
"C:GO:0071748";2;"Cellular Component"
"C:GO:0071565";2;"Cellular Component"
"C:GO:0071564";2;"Cellular Component"
"C:GO:0071203";2;"Cellular Component"
"C:GO:0061202";2;"Cellular Component"
"C:GO:0055038";2;"Cellular Component"
"C:GO:0051286";2;"Cellular Component"
"C:GO:0045211";2;"Cellular Component"
"C:GO:0044615";2;"Cellular Component"
"C:GO:0044291";2;"Cellular Component"
"C:GO:0043679";2;"Cellular Component"
"C:GO:0042643";2;"Cellular Component"
"C:GO:0042612";2;"Cellular Component"
"C:GO:0042587";2;"Cellular Component"
"C:GO:0042571";2;"Cellular Component"
"C:GO:0042405";2;"Cellular Component"
"C:GO:0034707";2;"Cellular Component"
"C:GO:0034366";2;"Cellular Component"
"C:GO:0034363";2;"Cellular Component"
"C:GO:0034045";2;"Cellular Component"
"C:GO:0032580";2;"Cellular Component"
"C:GO:0032279";2;"Cellular Component"
"C:GO:0031988";2;"Cellular Component"
"C:GO:0031985";2;"Cellular Component"
"C:GO:0031618";2;"Cellular Component"
"C:GO:0031616";2;"Cellular Component"
"C:GO:0031527";2;"Cellular Component"
"C:GO:0031090";2;"Cellular Component"
"C:GO:0030532";2;"Cellular Component"
"C:GO:0030486";2;"Cellular Component"
"C:GO:0030485";2;"Cellular Component"
"C:GO:0030176";2;"Cellular Component"
"C:GO:0030173";2;"Cellular Component"
"C:GO:0030133";2;"Cellular Component"
"C:GO:0019897";2;"Cellular Component"
"C:GO:0016604";2;"Cellular Component"
"C:GO:0016529";2;"Cellular Component"
"C:GO:0016514";2;"Cellular Component"
"C:GO:0016281";2;"Cellular Component"
"C:GO:0016010";2;"Cellular Component"
"C:GO:0012506";2;"Cellular Component"
"C:GO:0012505";2;"Cellular Component"
"C:GO:0009898";2;"Cellular Component"
"C:GO:0008537";2;"Cellular Component"
"C:GO:0008023";2;"Cellular Component"
"C:GO:0005858";2;"Cellular Component"
"C:GO:0005801";2;"Cellular Component"
"C:GO:0005791";2;"Cellular Component"
"C:GO:0005782";2;"Cellular Component"
"C:GO:0005778";2;"Cellular Component"
"C:GO:0005758";2;"Cellular Component"
"C:GO:0005720";2;"Cellular Component"
"C:GO:0005719";2;"Cellular Component"
"C:GO:0005682";2;"Cellular Component"
"C:GO:0005667";2;"Cellular Component"
